1,1,121.39,335.4,135.46000000000004,57.89000000000004,1,1,1.0
1,2,733.58,268.21,72.36000000000001,37.10000000000002,1,1,1.0
1,3,205.66,250.69,98.28,40.56,1,1,1.0
2,1,100.28,337.53,139.6,60.200000000000045,1,1,1.0
2,2,722.41,270.33,72.33000000000004,36.710000000000036,1,1,1.0
2,3,210.68,250.84,93.07,40.599999999999994,1,1,1.0
3,1,77.23,341.07,144.68,60.43000000000001,1,1,1.0
3,2,709.41,271.71,75.09000000000003,37.410000000000025,1,1,1.0
3,3,205.3,251.0,98.57999999999998,40.49000000000001,1,1,1.0
4,1,51.82,344.05,145.85,62.45999999999998,1,1,1.0
4,2,694.75,272.78,76.39999999999998,38.54000000000002,1,1,1.0
4,3,215.71,251.69,88.33000000000001,40.160000000000025,1,1,1.0
5,1,23.9,347.53,149.66,63.55000000000001,1,1,1.0
5,2,680.47,274.63,76.53999999999996,39.28000000000003,1,1,1.0
5,3,215.06,251.39,88.67000000000002,40.44999999999999,1,1,1.0
6,1,1.27,351.17,150.32999999999998,65.21999999999997,1,1,1.0
6,2,666.35,276.81,77.90999999999997,39.75,1,1,1.0
6,3,214.53,251.84,89.35999999999999,40.29999999999998,1,1,1.0
7,1,0.0,355.31,128.6,66.76999999999998,1,1,1.0
7,2,651.6,279.17,79.03999999999996,40.18000000000001,1,1,1.0
7,3,214.01,252.11,89.76999999999998,40.19,1,1,1.0
8,1,0.0,359.23,105.28,68.41999999999996,1,1,1.0
8,2,636.75,280.57,80.38,41.20999999999998,1,1,1.0
8,3,213.24,252.23,90.76999999999998,40.20000000000002,1,1,1.0
9,1,0.0,363.39,80.44,61.139999999999986,1,1,1.0
9,2,622.15,281.5,82.13,42.620000000000005,1,1,1.0
9,3,212.58,252.57,90.94999999999996,40.19,1,1,1.0
10,1,0.0,367.73,53.85,58.25,1,1,1.0
10,2,605.75,284.92,84.08000000000004,41.93000000000001,1,1,1.0
10,3,209.88,252.46,93.07999999999998,40.02000000000001,1,1,1.0
11,1,0.0,375.69,29.65,53.360000000000014,1,1,1.0
11,2,590.97,285.8,84.81999999999994,43.829999999999984,1,1,1.0
11,3,209.47,252.26,94.03,40.31999999999999,1,1,1.0
12,2,575.57,288.44,86.65999999999997,43.589999999999975,1,1,1.0
12,3,208.82,252.21,94.50999999999999,40.51000000000002,1,1,1.0
13,2,560.0,289.75,88.20000000000005,42.879999999999995,1,1,1.0
13,3,207.89,252.75,95.69999999999999,40.47000000000003,1,1,1.0
14,2,544.02,292.84,89.0,43.53000000000003,1,1,1.0
14,3,207.6,252.95,96.19000000000003,40.460000000000036,1,1,1.0
15,2,528.18,295.37,90.42000000000007,44.81,1,1,1.0
15,3,208.07,253.12,95.57,40.389999999999986,1,1,1.0
16,2,510.11,298.54,93.48000000000002,45.18000000000001,1,1,1.0
16,3,207.77,253.29,95.39000000000001,40.130000000000024,1,1,1.0
17,2,493.35,301.96,94.70999999999992,45.150000000000034,1,1,1.0
17,3,207.89,253.2,95.27000000000004,40.24000000000001,1,1,1.0
18,2,475.88,304.16,96.46000000000004,45.91999999999996,1,1,1.0
18,3,207.32,252.54,95.17000000000002,40.29999999999998,1,1,1.0
19,2,458.64,305.32,97.91999999999996,48.22000000000003,1,1,1.0
19,3,206.11,252.53,96.56,40.32000000000002,1,1,1.0
20,2,441.72,306.51,96.62,50.56999999999999,1,1,1.0
20,3,206.65,253.05,96.35,40.02999999999997,1,1,1.0
21,2,424.35,309.75,99.41999999999996,50.81,1,1,1.0
21,3,207.19,253.06,96.35000000000002,40.27999999999997,1,1,1.0
22,2,406.2,312.41,102.41000000000003,51.89999999999998,1,1,1.0
22,3,207.1,253.28,96.17999999999998,40.23999999999998,1,1,1.0
23,2,387.43,314.55,105.07,53.80000000000001,1,1,1.0
23,3,207.6,253.07,95.70000000000002,40.420000000000016,1,1,1.0
24,2,368.95,318.28,106.81,54.150000000000034,1,1,1.0
24,3,207.31,253.32,96.11000000000001,40.29000000000002,1,1,1.0
25,2,350.07,320.85,108.66000000000003,55.799999999999955,1,1,1.0
25,3,207.53,253.53,95.88000000000002,40.29999999999998,1,1,1.0
26,2,330.25,323.4,110.89999999999998,57.83000000000004,1,1,1.0
26,3,207.34,253.4,95.99999999999997,40.26000000000002,1,1,1.0
27,2,309.87,327.52,113.69,57.64000000000004,1,1,1.0
27,3,207.15,253.2,95.92999999999998,40.29000000000002,1,1,1.0
28,2,289.36,331.19,115.75999999999999,58.48000000000002,1,1,1.0
28,3,206.98,253.21,96.21000000000001,40.29999999999998,1,1,1.0
29,2,267.49,334.66,118.65999999999997,59.17999999999995,1,1,1.0
29,3,206.83,253.26,96.35,39.98000000000002,1,1,1.0
30,2,246.11,337.64,122.11000000000001,61.02000000000004,1,1,1.0
30,3,206.4,253.05,96.77000000000001,40.25,1,1,1.0
