1,1,94.93,1.0,219.67000000000002,53.33,1,1,1.0
1,2,314.67,1.0,394.59999999999997,109.87,1,1,1.0
1,3,54.4,58.67,121.53,60.730000000000004,1,1,1.0
1,4,0.0,10.7,19.95,35.36,1,1,1.0
2,1,94.93,1.0,219.67000000000002,53.33,1,1,1.0
2,2,313.81,1.0,394.59999999999997,109.87,1,1,1.0
2,3,37.33,55.68,116.83999999999999,58.6,1,1,1.0
2,4,0.0,10.7,13.6,35.400000000000006,1,1,1.0
3,1,94.93,1.0,219.67000000000002,53.33,1,1,1.0
3,2,312.96,1.0,394.59999999999997,109.87,1,1,1.0
3,3,20.27,52.69,112.14,56.47,1,1,1.0
4,1,94.93,1.0,219.67000000000002,53.33,1,1,1.0
4,2,312.11,1.0,394.38,110.08,1,1,1.0
4,3,1.0,50.13,111.36,54.550000000000004,1,1,1.0
5,1,94.93,1.0,219.67000000000002,53.33,1,1,1.0
5,2,311.25,1.0,393.96000000000004,110.51,1,1,1.0
5,3,1.0,48.0,93.01,52.84,1,1,1.0
6,1,94.93,1.0,219.67000000000002,53.33,1,1,1.0
6,2,310.4,1.0,393.53,110.93,1,1,1.0
6,3,1.0,45.87,74.67,51.13,1,1,1.0
7,1,94.93,1.0,219.67000000000002,53.33,1,1,1.0
7,2,310.83,1.0,392.68,111.36,1,1,1.0
7,3,1.0,45.01,58.45,47.720000000000006,1,1,1.0
8,1,94.93,1.0,219.67000000000002,53.33,1,1,1.0
8,2,311.25,1.0,391.83000000000004,111.79,1,1,1.0
8,3,1.0,44.16,42.24,44.31,1,1,1.0
9,1,94.93,1.0,219.67000000000002,53.33,1,1,1.0
9,2,311.04,1.0,391.40000000000003,112.0,1,1,1.0
10,1,94.93,1.0,219.67000000000002,53.33,1,1,1.0
10,2,310.19,1.0,391.40000000000003,112.0,1,1,1.0
11,1,94.93,1.0,219.67000000000002,53.33,1,1,1.0
11,2,309.33,1.0,391.40000000000003,112.0,1,1,1.0
11,5,873.6,180.27,85.39999999999998,86.33000000000001,1,1,1.0
12,1,94.93,1.0,219.67000000000002,53.33,1,1,1.0
12,2,310.61,1.0,389.69999999999993,111.15,1,1,1.0
12,5,829.65,169.17,129.35000000000002,93.59,1,1,1.0
13,1,94.93,1.0,219.67000000000002,53.33,1,1,1.0
13,2,311.89,1.0,387.99,110.29,1,1,1.0
13,5,785.71,158.08,173.28999999999996,100.84,1,1,1.0
14,1,95.36,1.0,219.24,54.19,1,1,1.0
14,2,312.11,1.0,387.55999999999995,110.29,1,1,1.0
14,5,743.68,148.69,215.32000000000005,105.75,1,1,1.0
15,1,96.21,1.0,218.39000000000004,55.89,1,1,1.0
15,2,311.25,1.0,388.41999999999996,111.15,1,1,1.0
15,5,703.57,141.01,236.0999999999999,108.31,1,1,1.0
16,1,97.07,1.0,217.53000000000003,57.6,1,1,1.0
16,2,310.4,1.0,389.27,112.0,1,1,1.0
16,5,663.47,133.33,257.0,110.86999999999998,1,1,1.0
16,6,1.0,168.53,49.07,84.19999999999999,1,1,1.0
17,1,97.07,1.0,217.53000000000003,57.6,1,1,1.0
