1,1,121.50,336.17,135.59,57.42,0.8820,-1,-1,-1
1,2,733.05,268.89,73.65,36.55,0.8228,-1,-1,-1
1,3,225.62,251.79,79.73,39.63,0.7629,-1,-1,-1
2,1,99.97,339.24,141.34,57.51,0.8234,-1,-1,-1
2,2,722.49,269.79,72.37,36.52,0.7687,-1,-1,-1
2,3,222.32,252.46,81.85,39.32,0.7892,-1,-1,-1
3,1,77.96,341.86,144.63,59.37,0.8890,-1,-1,-1
3,2,709.16,272.26,75.33,36.12,0.7503,-1,-1,-1
3,3,218.76,252.72,85.74,39.32,0.8317,-1,-1,-1
4,1,52.21,345.73,146.67,60.58,0.8771,-1,-1,-1
4,2,694.71,274.03,76.45,37.02,0.8189,-1,-1,-1
4,3,215.14,252.70,90.10,39.66,0.8334,-1,-1,-1
5,1,24.80,349.39,149.69,61.98,0.8825,-1,-1,-1
5,2,680.23,275.89,76.99,37.31,0.8407,-1,-1,-1
5,3,214.96,252.45,89.66,39.91,0.8372,-1,-1,-1
6,1,1.81,352.44,148.91,63.89,0.8944,-1,-1,-1
6,2,666.47,277.11,78.10,38.70,0.8230,-1,-1,-1
6,3,215.24,252.42,89.87,40.37,0.8422,-1,-1,-1
7,1,0.00,356.94,128.84,64.90,0.8769,-1,-1,-1
7,2,651.31,278.80,79.73,39.87,0.8428,-1,-1,-1
7,3,213.79,252.69,91.17,40.26,0.8810,-1,-1,-1
7,9,376.31,251.56,13.41,13.58,0.2569,-1,-1,-1
8,1,0.00,360.35,105.25,67.70,0.8813,-1,-1,-1
8,2,636.61,280.47,81.52,40.81,0.7963,-1,-1,-1
8,3,212.73,252.92,92.03,40.15,0.8600,-1,-1,-1
9,1,0.00,364.40,80.43,61.78,0.8891,-1,-1,-1
9,2,621.89,282.35,83.24,41.37,0.8573,-1,-1,-1
9,3,209.24,252.93,94.77,40.18,0.8215,-1,-1,-1
9,9,375.78,252.04,14.38,14.44,0.2845,-1,-1,-1
10,1,0.00,368.45,53.92,58.88,0.8345,-1,-1,-1
10,2,605.92,284.58,84.27,41.70,0.7240,-1,-1,-1
10,3,208.48,252.93,94.55,40.25,0.8787,-1,-1,-1
11,1,0.00,369.19,28.48,60.29,0.5604,-1,-1,-1
11,2,590.82,287.25,85.94,41.87,0.7310,-1,-1,-1
11,3,208.59,253.31,94.85,39.95,0.8283,-1,-1,-1
11,9,374.90,252.77,15.64,14.60,0.2666,-1,-1,-1
12,2,575.29,288.99,87.59,42.48,0.6114,-1,-1,-1
12,3,208.24,253.28,95.85,39.98,0.7912,-1,-1,-1
13,2,560.04,290.82,88.05,41.61,0.6831,-1,-1,-1
13,3,208.40,253.29,95.56,40.11,0.8140,-1,-1,-1
14,3,208.59,253.40,95.42,39.95,0.8318,-1,-1,-1
15,2,527.48,294.06,90.80,46.39,0.5297,-1,-1,-1
15,3,208.77,253.42,95.22,39.80,0.8278,-1,-1,-1
16,2,509.73,301.87,92.58,41.35,0.3522,-1,-1,-1
16,3,208.26,253.56,95.17,39.85,0.8047,-1,-1,-1
17,2,493.33,305.92,95.41,40.48,0.5065,-1,-1,-1
17,3,208.18,253.56,94.70,39.95,0.8382,-1,-1,-1
18,2,475.68,306.62,96.79,42.52,0.7598,-1,-1,-1
18,3,206.78,253.38,95.55,39.85,0.8366,-1,-1,-1
19,2,458.98,307.60,83.68,45.51,0.5796,-1,-1,-1
19,3,206.51,253.36,95.94,39.92,0.8216,-1,-1,-1
20,2,441.94,307.31,90.88,49.30,0.8353,-1,-1,-1
20,3,206.82,253.50,95.65,39.76,0.8223,-1,-1,-1
21,2,424.84,309.40,96.89,50.85,0.8021,-1,-1,-1
21,3,207.49,253.45,96.07,39.94,0.8216,-1,-1,-1
22,2,406.44,313.49,102.03,50.76,0.8503,-1,-1,-1
22,3,208.10,253.66,95.04,39.79,0.8151,-1,-1,-1
23,2,387.36,315.85,105.91,52.49,0.8184,-1,-1,-1
23,3,207.56,253.67,95.54,39.73,0.7542,-1,-1,-1
24,2,369.18,318.77,107.65,53.62,0.8430,-1,-1,-1
24,3,207.77,253.74,95.61,39.68,0.8333,-1,-1,-1
25,2,350.00,321.26,109.77,55.32,0.8031,-1,-1,-1
25,3,208.43,253.72,94.67,39.74,0.7965,-1,-1,-1
26,2,330.48,324.26,111.27,56.36,0.8361,-1,-1,-1
26,3,207.69,253.71,95.58,39.80,0.7966,-1,-1,-1
27,2,309.70,328.68,114.32,56.05,0.8708,-1,-1,-1
27,3,207.13,253.61,95.37,39.89,0.7728,-1,-1,-1
28,2,289.22,333.00,116.67,56.00,0.8532,-1,-1,-1
28,3,207.31,253.64,95.06,39.89,0.7419,-1,-1,-1
29,2,266.62,336.44,120.00,57.32,0.8199,-1,-1,-1
29,3,207.02,253.49,95.62,39.93,0.7812,-1,-1,-1
30,2,245.57,339.48,122.94,58.61,0.8688,-1,-1,-1
30,3,207.21,253.48,95.62,39.84,0.8095,-1,-1,-1
31,2,223.08,342.91,127.11,59.96,0.8600,-1,-1,-1
31,3,206.97,253.26,95.69,39.90,0.8363,-1,-1,-1
32,2,200.82,346.61,129.29,61.44,0.8774,-1,-1,-1
32,3,206.87,253.37,96.25,39.83,0.8557,-1,-1,-1
33,2,177.61,349.93,133.99,63.17,0.8700,-1,-1,-1
33,3,207.28,253.33,95.55,39.82,0.8440,-1,-1,-1
34,2,153.00,353.81,137.35,64.21,0.8893,-1,-1,-1
34,3,207.65,253.19,94.95,39.99,0.8426,-1,-1,-1
35,2,129.06,357.44,142.72,66.26,0.8398,-1,-1,-1
35,3,208.14,253.28,94.74,39.96,0.8585,-1,-1,-1
36,2,102.79,361.92,147.47,67.72,0.9124,-1,-1,-1
36,3,208.43,253.47,95.24,39.77,0.8224,-1,-1,-1
37,2,76.67,367.24,150.74,67.95,0.8315,-1,-1,-1
37,3,208.87,253.50,94.90,39.85,0.8091,-1,-1,-1
38,2,49.22,371.41,154.67,69.88,0.9086,-1,-1,-1
38,3,208.53,253.41,95.28,39.90,0.8272,-1,-1,-1
38,12,375.37,252.32,14.48,17.23,0.3279,-1,-1,-1
39,2,20.15,374.67,160.97,72.62,0.9010,-1,-1,-1
39,3,208.64,253.32,95.14,39.97,0.8240,-1,-1,-1
39,12,375.18,252.42,14.39,17.23,0.3529,-1,-1,-1
40,2,0.00,380.03,156.37,73.56,0.8812,-1,-1,-1
40,3,208.85,253.36,95.12,39.90,0.8207,-1,-1,-1
40,12,375.60,252.46,14.41,16.64,0.3800,-1,-1,-1
41,2,0.00,384.85,131.42,75.86,0.8963,-1,-1,-1
41,3,208.31,253.23,95.09,40.06,0.8327,-1,-1,-1
41,12,375.39,252.25,14.68,15.15,0.3657,-1,-1,-1
42,2,0.00,387.56,106.34,80.40,0.8480,-1,-1,-1
42,3,208.51,253.06,94.41,39.86,0.8366,-1,-1,-1
42,12,375.39,252.08,14.69,14.33,0.2704,-1,-1,-1
43,2,0.00,392.51,80.63,73.15,0.8323,-1,-1,-1
43,3,208.06,253.09,95.58,39.67,0.8305,-1,-1,-1
44,2,0.00,400.08,52.69,65.04,0.7182,-1,-1,-1
44,3,208.52,253.16,95.35,39.66,0.8099,-1,-1,-1
44,12,375.77,251.84,14.12,14.14,0.2788,-1,-1,-1
45,3,209.10,253.13,94.97,39.82,0.7973,-1,-1,-1
45,12,376.01,251.81,14.11,15.47,0.3234,-1,-1,-1
46,3,208.83,253.25,94.90,39.78,0.8293,-1,-1,-1
47,3,208.90,252.92,94.56,40.01,0.8490,-1,-1,-1
47,12,375.30,252.03,14.28,13.68,0.3573,-1,-1,-1
48,3,208.87,252.86,93.96,40.21,0.8802,-1,-1,-1
49,3,208.38,252.90,94.93,40.16,0.8757,-1,-1,-1
49,12,375.73,252.29,14.29,13.27,0.2737,-1,-1,-1
50,3,207.26,252.55,95.42,40.54,0.8592,-1,-1,-1
50,12,375.49,252.31,13.95,13.76,0.2522,-1,-1,-1
51,3,206.91,252.27,95.92,40.60,0.8427,-1,-1,-1
51,12,374.72,252.00,15.14,14.10,0.3469,-1,-1,-1
52,3,206.81,252.47,95.87,40.42,0.8468,-1,-1,-1
52,12,374.78,252.38,14.69,13.39,0.3389,-1,-1,-1
53,3,207.96,252.64,94.89,40.38,0.7824,-1,-1,-1
53,12,374.71,252.45,15.10,13.46,0.3250,-1,-1,-1
54,3,208.21,253.06,94.50,39.99,0.7962,-1,-1,-1
54,12,375.26,252.24,14.50,13.28,0.2735,-1,-1,-1
55,3,208.91,253.30,94.25,39.92,0.8071,-1,-1,-1
55,15,937.64,227.98,22.21,60.06,0.2644,-1,-1,-1
56,3,208.54,253.60,95.00,39.65,0.8289,-1,-1,-1
56,12,374.96,252.77,15.25,14.38,0.3149,-1,-1,-1
